entity1,entity2,weight,dates
Himanshu Tiwari,Maharajpur,3,01-2021
Nav Nirman Kisan Sanghatan Akshay Kumar,Ruma,1,01-2021
Atul Kumar,Nav Nirman Kisan Sanghatan Akshay Kumar,1,01-2021
Nav Nirman Kisan Sanghatan Akshay Kumar,Tiwari,1,01-2021
ADM (City,Nav Nirman Kisan Sanghatan Akshay Kumar,1,01-2021
Nav Nirman Kisan Sanghatan,Nav Nirman Kisan Sanghatan Akshay Kumar,1,01-2021
Nav Nirman Kisan Sanghatan Akshay Kumar,UP,1,01-2021
Kanpur,Nav Nirman Kisan Sanghatan Akshay Kumar,1,01-2021
Nav Nirman Kisan Sanghatan Akshay Kumar,Odisha,1,01-2021
Nav Nirman Kisan Sanghatan Akshay Kumar,UP,1,01-2021
Maharajpur,Nav Nirman Kisan Sanghatan Akshay Kumar,1,01-2021
Atul Kumar,Ruma,1,01-2021
Ruma,Tiwari,1,01-2021
ADM (City,Ruma,1,01-2021
Nav Nirman Kisan Sanghatan,Ruma,1,01-2021
Ruma,UP,1,01-2021
Kanpur,Ruma,1,01-2021
Odisha,Ruma,1,01-2021
Ruma,UP,1,01-2021
Maharajpur,Ruma,1,01-2021
Atul Kumar,Tiwari,3,01-2021
ADM (City,Atul Kumar,3,01-2021
Atul Kumar,Nav Nirman Kisan Sanghatan,3,01-2021
Atul Kumar,UP,3,01-2021
Atul Kumar,Kanpur,3,01-2021
Atul Kumar,Odisha,3,01-2021
Atul Kumar,UP,3,01-2021
Atul Kumar,Maharajpur,3,01-2021
ADM (City,Tiwari,3,01-2021
Nav Nirman Kisan Sanghatan,Tiwari,3,01-2021
Tiwari,UP,3,01-2021
Kanpur,Tiwari,3,01-2021
Tiwari,UP,3,01-2021
Maharajpur,Tiwari,3,01-2021
ADM (City,Nav Nirman Kisan Sanghatan,3,01-2021
ADM (City,UP,3,01-2021
ADM (City,Kanpur,3,01-2021
ADM (City,Odisha,3,01-2021
ADM (City,UP,3,01-2021
ADM (City,Maharajpur,3,01-2021
Nav Nirman Kisan Sanghatan,UP,3,01-2021
Kanpur,Nav Nirman Kisan Sanghatan,3,01-2021
Nav Nirman Kisan Sanghatan,Odisha,3,01-2021
Nav Nirman Kisan Sanghatan,UP,3,01-2021
Maharajpur,Nav Nirman Kisan Sanghatan,3,01-2021
Odisha,UP,4,01-2021
Maharajpur,UP,3,01-2021
Kanpur,Odisha,3,01-2021
Kanpur,UP,3,01-2021
Kanpur,Maharajpur,3,01-2021
Odisha,UP,3,01-2021
Maharajpur,Odisha,3,01-2021
Maharajpur,UP,3,01-2021
Patna,Rupesh Kumar Singh,1,01-2021
Deepak Kumar,Rupesh Kumar Singh,1,01-2021
IndiGo,Rupesh Kumar Singh,1,01-2021
PATNA,Rupesh Kumar Singh,1,01-2021
Rupesh Kumar Singh,S K Singhal,1,01-2021
Kumar,Rupesh Kumar Singh,1,01-2021
Amir Subhani,Rupesh Kumar Singh,1,01-2021
Deepak Kumar,Patna,1,01-2021
IndiGo,Patna,1,01-2021
Patna,S K Singhal,1,01-2021
Kumar,Patna,1,01-2021
Amir Subhani,Patna,1,01-2021
Deepak Kumar,IndiGo,1,01-2021
Deepak Kumar,PATNA,1,01-2021
Deepak Kumar,S K Singhal,1,01-2021
Deepak Kumar,Kumar,1,01-2021
Amir Subhani,Deepak Kumar,1,01-2021
IndiGo,PATNA,1,01-2021
IndiGo,S K Singhal,1,01-2021
IndiGo,Kumar,1,01-2021
Amir Subhani,IndiGo,1,01-2021
PATNA,S K Singhal,1,01-2021
Amir Subhani,PATNA,1,01-2021
Kumar,S K Singhal,1,01-2021
Amir Subhani,S K Singhal,1,01-2021
Amir Subhani,Kumar,1,01-2021
Bajpur,Delhi,1,01-2021
Delhi,Tejinder Singh Virk,1,01-2021
Delhi,Terai Kisan Sangathan’s,1,01-2021
Kiccha,Moradabad,1,01-2021
Kiccha,Virk,1,01-2021
Bajpur,Kiccha,1,01-2021
Kiccha,Tejinder Singh Virk,1,01-2021
Kiccha,TOI,1,01-2021
Kiccha,Terai Kisan Sangathan’s,1,01-2021
Kiccha,Rampur,1,01-2021
Kiccha,Uttar Pradesh’s,1,01-2021
Centre,Kiccha,1,01-2021
Uttarakhand,Virk,2,01-2021
Bajpur,Uttarakhand,1,01-2021
Terai Kisan Sangathan’s,Uttarakhand,1,01-2021
Uttar Pradesh’s,Uttarakhand,1,01-2021
Kashipur,Moradabad,2,01-2021
Kashipur,Virk,2,01-2021
Bajpur,Kashipur,1,01-2021
Kashipur,Tejinder Singh Virk,1,01-2021
Kashipur,TOI,1,01-2021
Kashipur,Terai Kisan Sangathan’s,1,01-2021
Kashipur,Rampur,1,01-2021
Kashipur,Uttar Pradesh’s,1,01-2021
Centre,Kashipur,1,01-2021
Moradabad,Virk,1,01-2021
Bajpur,Moradabad,1,01-2021
Moradabad,Tejinder Singh Virk,1,01-2021
Moradabad,TOI,1,01-2021
Moradabad,Terai Kisan Sangathan’s,1,01-2021
Moradabad,Rudrapur,2,01-2021
Moradabad,Uttar Pradesh’s,1,01-2021
Centre,Moradabad,1,01-2021
Bajpur,Virk,1,01-2021
Tejinder Singh Virk,Virk,1,01-2021
Terai Kisan Sangathan’s,Virk,1,01-2021
Rampur,Virk,1,01-2021
Rudrapur,Virk,2,01-2021
Uttar Pradesh’s,Virk,1,01-2021
Centre,Virk,1,01-2021
Bajpur,Tejinder Singh Virk,1,01-2021
Bajpur,TOI,1,01-2021
Bajpur,Terai Kisan Sangathan’s,1,01-2021
Bajpur,Rampur,1,01-2021
Bajpur,Rudrapur,1,01-2021
Bajpur,Uttar Pradesh’s,1,01-2021
Bajpur,Centre,1,01-2021
Tejinder Singh Virk,Terai Kisan Sangathan’s,1,01-2021
Rampur,Tejinder Singh Virk,1,01-2021
Tejinder Singh Virk,Uttar Pradesh’s,1,01-2021
TOI,Terai Kisan Sangathan’s,1,01-2021
Rampur,Terai Kisan Sangathan’s,1,01-2021
Rudrapur,Terai Kisan Sangathan’s,1,01-2021
Terai Kisan Sangathan’s,Uttar Pradesh’s,1,01-2021
Centre,Terai Kisan Sangathan’s,1,01-2021
Rampur,Uttar Pradesh’s,1,01-2021
Rudrapur,Uttar Pradesh’s,1,01-2021
Tuticorin,V Dakshinamoorthy,1,01-2021
Bharatnagar,the Confederation of Indian Industry,1,01-2021
Rajkot,the Confederation of Indian Industry,1,01-2021
ch,the Confederation of Indian Industry,1,01-2021
Timana village,the Confederation of Indian Industry,1,01-2021
Bhavnagar,the Confederation of Indian Industry,1,01-2021
Bhargav Dhandhlia,the Confederation of Indian Industry,1,01-2021
Dhandhlia,the Confederation of Indian Industry,1,01-2021
Kanu Bhatt,the Confederation of Indian Industry,1,01-2021
Yi,the Confederation of Indian Industry,1,01-2021
Talaja,the Confederation of Indian Industry,1,01-2021
Young Indians,the Confederation of Indian Industry,1,01-2021
Bharatnagar,Rajkot,1,01-2021
Bharatnagar,ch,1,01-2021
Bharatnagar,Timana village,1,01-2021
Bharatnagar,Bhavnagar,1,01-2021
Bharatnagar,Bhargav Dhandhlia,1,01-2021
Bharatnagar,CII,1,01-2021
Bharatnagar,Dhandhlia,1,01-2021
Bharatnagar,Kanu Bhatt,1,01-2021
Bharatnagar,Yi,1,01-2021
Bharatnagar,Talaja,1,01-2021
Bharatnagar,Young Indians,1,01-2021
Rajkot,ch,1,01-2021
Rajkot,Timana village,1,01-2021
Bhargav Dhandhlia,Rajkot,1,01-2021
CII,Rajkot,1,01-2021
Dhandhlia,Rajkot,1,01-2021
Kanu Bhatt,Rajkot,1,01-2021
Rajkot,Yi,1,01-2021
Rajkot,Talaja,1,01-2021
Rajkot,Young Indians,1,01-2021
Timana village,ch,1,01-2021
Bhavnagar,ch,1,01-2021
Bhargav Dhandhlia,ch,1,01-2021
CII,ch,1,01-2021
Dhandhlia,ch,1,01-2021
Kanu Bhatt,ch,1,01-2021
Yi,ch,1,01-2021
Talaja,ch,1,01-2021
Young Indians,ch,1,01-2021
Bhavnagar,Timana village,1,01-2021
Bhargav Dhandhlia,Timana village,1,01-2021
CII,Timana village,1,01-2021
Dhandhlia,Timana village,1,01-2021
Kanu Bhatt,Timana village,1,01-2021
Timana village,Yi,1,01-2021
Talaja,Timana village,1,01-2021
Timana village,Young Indians,1,01-2021
Bhargav Dhandhlia,Bhavnagar,1,01-2021
Bhavnagar,CII,1,01-2021
Bhavnagar,Dhandhlia,1,01-2021
Bhavnagar,Kanu Bhatt,1,01-2021
Bhavnagar,Yi,1,01-2021
Bhavnagar,Talaja,1,01-2021
Bhavnagar,Young Indians,1,01-2021
Bhargav Dhandhlia,CII,1,01-2021
Bhargav Dhandhlia,Dhandhlia,1,01-2021
Bhargav Dhandhlia,Kanu Bhatt,1,01-2021
Bhargav Dhandhlia,Yi,1,01-2021
Bhargav Dhandhlia,Talaja,1,01-2021
Bhargav Dhandhlia,Young Indians,1,01-2021
CII,Dhandhlia,1,01-2021
CII,Kanu Bhatt,1,01-2021
CII,Yi,1,01-2021
CII,Talaja,1,01-2021
CII,Young Indians,1,01-2021
Dhandhlia,Kanu Bhatt,1,01-2021
Dhandhlia,Yi,1,01-2021
Dhandhlia,Talaja,1,01-2021
Dhandhlia,Young Indians,1,01-2021
Kanu Bhatt,Yi,1,01-2021
Kanu Bhatt,Talaja,1,01-2021
Kanu Bhatt,Young Indians,1,01-2021
Talaja,Yi,1,01-2021
Yi,Young Indians,1,01-2021
Talaja,Young Indians,1,01-2021
KANPUR,Nav Nirman Kisan Sanghatan Akshay,2,01-2021
Delhi,Nav Nirman Kisan Sanghatan Akshay,2,01-2021
Himanshu Tiwari,Nav Nirman Kisan Sanghatan Akshay,2,01-2021
Atul Kumar,Nav Nirman Kisan Sanghatan Akshay,2,01-2021
Nav Nirman Kisan Sanghatan Akshay,Tiwari,2,01-2021
ADM (City,Nav Nirman Kisan Sanghatan Akshay,2,01-2021
Nav Nirman Kisan Sanghatan,Nav Nirman Kisan Sanghatan Akshay,2,01-2021
Nav Nirman Kisan Sanghatan Akshay,UP,2,01-2021
Kanpur,Nav Nirman Kisan Sanghatan Akshay,2,01-2021
Nav Nirman Kisan Sanghatan Akshay,Odisha,2,01-2021
Nav Nirman Kisan Sanghatan Akshay,UP,2,01-2021
Maharajpur,Nav Nirman Kisan Sanghatan Akshay,2,01-2021
Ebhal,Ramku Vegad,1,01-2021
Dhedhuki village,Ebhal,1,01-2021
Ebhal,Sayla taluka,1,01-2021
Bhupat Vala,Ebhal,1,01-2021
Ebhal,Ebhal Vegad,1,01-2021
Ebhal,Ramuk,1,01-2021
Ebhal,Khodubhai,1,01-2021
Ebhal,Surendranagar,1,01-2021
Ebhal,RAJKOT,1,01-2021
Ebhal,Khodubhai Vala,1,01-2021
Ebhal,Ramku,1,01-2021
Dhedhuki village,Ramku Vegad,1,01-2021
Ramku Vegad,Sayla taluka,1,01-2021
Bhupat Vala,Ramku Vegad,1,01-2021
Ebhal Vegad,Ramku Vegad,1,01-2021
Ramku Vegad,Ramuk,1,01-2021
Khodubhai,Ramku Vegad,1,01-2021
Ramku Vegad,Surendranagar,1,01-2021
RAJKOT,Ramku Vegad,1,01-2021
Khodubhai Vala,Ramku Vegad,1,01-2021
Ramku,Ramku Vegad,1,01-2021
Dhedhuki village,Sayla taluka,1,01-2021
Bhupat Vala,Dhedhuki village,1,01-2021
Dhedhuki village,Ebhal Vegad,1,01-2021
Dhedhuki village,Ramuk,1,01-2021
Dhedhuki village,Khodubhai,1,01-2021
Dhedhuki village,Surendranagar,1,01-2021
Dhedhuki village,RAJKOT,1,01-2021
Dhedhuki village,Khodubhai Vala,1,01-2021
Dhedhuki village,Ramku,1,01-2021
Bhupat Vala,Sayla taluka,1,01-2021
Ebhal Vegad,Sayla taluka,1,01-2021
Ramuk,Sayla taluka,1,01-2021
Khodubhai,Sayla taluka,1,01-2021
Sayla taluka,Surendranagar,1,01-2021
RAJKOT,Sayla taluka,1,01-2021
Khodubhai Vala,Sayla taluka,1,01-2021
Ramku,Sayla taluka,1,01-2021
Bhupat Vala,Ebhal Vegad,1,01-2021
Bhupat Vala,Ramuk,1,01-2021
Bhupat Vala,Khodubhai,1,01-2021
Bhupat Vala,Surendranagar,1,01-2021
Bhupat Vala,RAJKOT,1,01-2021
Bhupat Vala,Khodubhai Vala,1,01-2021
Bhupat Vala,Ramku,1,01-2021
Ebhal Vegad,Ramuk,1,01-2021
Ebhal Vegad,Khodubhai,1,01-2021
Ebhal Vegad,Surendranagar,1,01-2021
Ebhal Vegad,RAJKOT,1,01-2021
Ebhal Vegad,Khodubhai Vala,1,01-2021
Ebhal Vegad,Ramku,1,01-2021
Khodubhai,Ramuk,1,01-2021
Ramuk,Surendranagar,1,01-2021
RAJKOT,Ramuk,1,01-2021
Khodubhai Vala,Ramuk,1,01-2021
Ramku,Ramuk,1,01-2021
Khodubhai,Surendranagar,1,01-2021
Khodubhai,RAJKOT,1,01-2021
Khodubhai,Khodubhai Vala,1,01-2021
Khodubhai,Ramku,1,01-2021
RAJKOT,Surendranagar,1,01-2021
Khodubhai Vala,Surendranagar,1,01-2021
Ramku,Surendranagar,1,01-2021
Khodubhai Vala,RAJKOT,1,01-2021
RAJKOT,Ramku,1,01-2021
Khodubhai Vala,Ramku,1,01-2021
VNSSM,Vidarbha,1,01-2021
Tiwari,Vidarbha,1,01-2021
Kishore Tiwari,Vidarbha,1,01-2021
Vasantrao Naik Shetkari Swavalamban Mission,Vidarbha,1,01-2021
Aparna Malikar,Vidarbha,1,01-2021
Vidarbha,the Swaminathan Commission’s,1,01-2021
KBC,Vidarbha,1,01-2021
Delhi,VNSSM,1,01-2021
Delhi,Kishore Tiwari,1,01-2021
Delhi,Vasantrao Naik Shetkari Swavalamban Mission,1,01-2021
Aparna Malikar,Delhi,1,01-2021
Delhi,the Swaminathan Commission’s,1,01-2021
Delhi,KBC,1,01-2021
Nagpur,VNSSM,1,01-2021
Nagpur,Tiwari,1,01-2021
Kishore Tiwari,Nagpur,1,01-2021
Nagpur,Vasantrao Naik Shetkari Swavalamban Mission,1,01-2021
Aparna Malikar,Nagpur,1,01-2021
Nagpur,the Swaminathan Commission’s,1,01-2021
KBC,Nagpur,1,01-2021
Tiwari,VNSSM,1,01-2021
VNSSM,Yavatmal,1,01-2021
Kishore Tiwari,VNSSM,1,01-2021
VNSSM,Vasantrao Naik Shetkari Swavalamban Mission,1,01-2021
Aparna Malikar,VNSSM,1,01-2021
VNSSM,the Swaminathan Commission’s,1,01-2021
KBC,VNSSM,1,01-2021
Tiwari,Yavatmal,1,01-2021
Kishore Tiwari,Tiwari,1,01-2021
Tiwari,Vasantrao Naik Shetkari Swavalamban Mission,1,01-2021
Aparna Malikar,Tiwari,1,01-2021
Tiwari,the Swaminathan Commission’s,1,01-2021
KBC,Tiwari,1,01-2021
Kishore Tiwari,Yavatmal,1,01-2021
Vasantrao Naik Shetkari Swavalamban Mission,Yavatmal,1,01-2021
Aparna Malikar,Yavatmal,1,01-2021
Yavatmal,the Swaminathan Commission’s,1,01-2021
KBC,Yavatmal,1,01-2021
Kishore Tiwari,Vasantrao Naik Shetkari Swavalamban Mission,1,01-2021
Aparna Malikar,Kishore Tiwari,1,01-2021
Kishore Tiwari,the Swaminathan Commission’s,1,01-2021
KBC,Kishore Tiwari,1,01-2021
Aparna Malikar,Vasantrao Naik Shetkari Swavalamban Mission,1,01-2021
Vasantrao Naik Shetkari Swavalamban Mission,the Swaminathan Commission’s,1,01-2021
KBC,Vasantrao Naik Shetkari Swavalamban Mission,1,01-2021
Aparna Malikar,the Swaminathan Commission’s,1,01-2021
Aparna Malikar,KBC,1,01-2021
KBC,the Swaminathan Commission’s,1,01-2021
Ajay Kumar,Pithanpur,1,01-2021
Ajay Kumar,Amarpal,1,01-2021
Ajay Kumar,Raj Bahadur,1,01-2021
Ajay Kumar,Sidhpura,1,01-2021
Agra,Ajay Kumar,1,01-2021
Aditya Verma,Ajay Kumar,1,01-2021
Ajay Kumar,Kasganj,1,01-2021
Ajay Kumar,Uttar Pradesh’s,1,01-2021
Amarpal,Pithanpur,1,01-2021
Pithanpur,Raj Bahadur,1,01-2021
Pithanpur,Sidhpura,1,01-2021
Agra,Pithanpur,1,01-2021
Aditya Verma,Pithanpur,1,01-2021
Kasganj,Pithanpur,1,01-2021
Pithanpur,Uttar Pradesh’s,1,01-2021
Amarpal,Raj Bahadur,1,01-2021
Amarpal,Sidhpura,1,01-2021
Agra,Amarpal,1,01-2021
Aditya Verma,Amarpal,1,01-2021
Amarpal,Kasganj,1,01-2021
Amarpal,Uttar Pradesh’s,1,01-2021
Raj Bahadur,Sidhpura,1,01-2021
Agra,Raj Bahadur,1,01-2021
Aditya Verma,Raj Bahadur,1,01-2021
Kasganj,Raj Bahadur,1,01-2021
Raj Bahadur,Uttar Pradesh’s,1,01-2021
Agra,Sidhpura,1,01-2021
Aditya Verma,Sidhpura,1,01-2021
Kasganj,Sidhpura,1,01-2021
Sidhpura,Uttar Pradesh’s,1,01-2021
Aditya Verma,Agra,1,01-2021
Agra,Uttar Pradesh’s,1,01-2021
Aditya Verma,Kasganj,1,01-2021
Aditya Verma,Uttar Pradesh’s,1,01-2021
Kasganj,Uttar Pradesh’s,1,01-2021
Sagar Thakkar,The Bhuj Chamber of Commerce and Industry,1,01-2021
The Bhuj Chamber of Commerce and Industry,Vishal Gada,1,01-2021
Kutch,The Bhuj Chamber of Commerce and Industry,1,01-2021
RAJKOT,The Bhuj Chamber of Commerce and Industry,1,01-2021
Sagar Thakkar,Vishal Gada,1,01-2021
Kutch,Sagar Thakkar,1,01-2021
RAJKOT,Sagar Thakkar,1,01-2021
Kutch,Vishal Gada,1,01-2021
RAJKOT,Vishal Gada,1,01-2021
Confederation of All India Traders,Delhi,1,01-2021
Delhi,Khandelwal,1,01-2021
Delhi,Praveen Khandelwal,1,01-2021
CAIT,Delhi,1,01-2021
Delhi,TNN,1,01-2021
Confederation of All India Traders,NCR,1,01-2021
Confederation of All India Traders,Khandelwal,1,01-2021
Confederation of All India Traders,Praveen Khandelwal,1,01-2021
Confederation of All India Traders,NEW DELHI,1,01-2021
CAIT,Confederation of All India Traders,1,01-2021
Confederation of All India Traders,TNN,1,01-2021
Khandelwal,NCR,1,01-2021
NCR,Praveen Khandelwal,1,01-2021
CAIT,NCR,1,01-2021
NCR,TNN,1,01-2021
Khandelwal,Praveen Khandelwal,1,01-2021
Khandelwal,NEW DELHI,1,01-2021
CAIT,Khandelwal,1,01-2021
Khandelwal,TNN,1,01-2021
NEW DELHI,Praveen Khandelwal,1,01-2021
CAIT,Praveen Khandelwal,1,01-2021
Praveen Khandelwal,TNN,1,01-2021
CAIT,NEW DELHI,1,01-2021
NEW DELHI,TNN,1,01-2021
CAIT,TNN,1,01-2021
Haryana,Mandeep Singh f,1,01-2021
Mandeep Singh f,Punjab,1,01-2021
Mandeep Singh f,NEW DELHI,1,01-2021
India,Mandeep Singh f,1,01-2021
Delhi,Mansoorpur,1,01-2021
Delhi,Vikas Balian,1,01-2021
Haryana,Mansoorpur,1,01-2021
Mansoorpur,Vikas Balian,1,01-2021
Mansoorpur,UP,1,01-2021
Bharatiya Kisan Union,Mansoorpur,1,01-2021
Mansoorpur,Shamli,1,01-2021
Mansoorpur,RLD,1,01-2021
Mansoorpur,Rashtriya Lok Dal,1,01-2021
Mansoorpur,Muzaffarnagar,1,01-2021
BKU,Mansoorpur,1,01-2021
Haryana,Vikas Balian,1,01-2021
UP,Vikas Balian,1,01-2021
Bharatiya Kisan Union,Vikas Balian,1,01-2021
Shamli,Vikas Balian,1,01-2021
RLD,Vikas Balian,1,01-2021
Rashtriya Lok Dal,Vikas Balian,1,01-2021
Muzaffarnagar,Vikas Balian,1,01-2021
BKU,Vikas Balian,1,01-2021
Bharatiya Kisan Union,RLD,1,01-2021
Bharatiya Kisan Union,Rashtriya Lok Dal,1,01-2021
BKU,RLD,3,01-2021
BKU,Rashtriya Lok Dal,2,01-2021
Bhartiya Kisan Union,Buta Singh Burjgill,2,01-2021
Bhartiya Kisan Union,the Delhi Police,2,01-2021
Punjab,the Delhi Police,3,01-2021
Balbir Singh Rajewal,the Delhi Police,2,01-2021
Buta Singh Burjgill,the Delhi Police,2,01-2021
Delhi,Talwandi Sabo,1,01-2021
Ekta Ugrahan,Talwandi Sabo,1,01-2021
Muktsar,Talwandi Sabo,1,01-2021
Bhagsar,Talwandi Sabo,1,01-2021
Harjinder Singh Baggi,Talwandi Sabo,1,01-2021
Jaito,Talwandi Sabo,1,01-2021
Faridkot,Talwandi Sabo,1,01-2021
BKU,Talwandi Sabo,1,01-2021
Delhi,Ekta Ugrahan,1,01-2021
Bhagsar,Delhi,1,01-2021
Delhi,Harjinder Singh Baggi,1,01-2021
Delhi,Jaito,1,01-2021
Ekta Ugrahan,Muktsar,1,01-2021
Bhagsar,Ekta Ugrahan,1,01-2021
Ekta Ugrahan,Harjinder Singh Baggi,1,01-2021
Ekta Ugrahan,Malwa,1,01-2021
Ekta Ugrahan,Jaito,1,01-2021
Ekta Ugrahan,Faridkot,1,01-2021
BKU,Ekta Ugrahan,1,01-2021
Bhagsar,Muktsar,1,01-2021
Harjinder Singh Baggi,Muktsar,1,01-2021
Jaito,Muktsar,1,01-2021
BKU,Muktsar,1,01-2021
Bhagsar,Harjinder Singh Baggi,1,01-2021
Bhagsar,Malwa,1,01-2021
Bhagsar,Punjab,1,01-2021
Bathinda,Bhagsar,1,01-2021
Bhagsar,Jaito,1,01-2021
Bhagsar,Faridkot,1,01-2021
BKU,Bhagsar,1,01-2021
Harjinder Singh Baggi,Malwa,1,01-2021
Harjinder Singh Baggi,Punjab,1,01-2021
Bathinda,Harjinder Singh Baggi,1,01-2021
Harjinder Singh Baggi,Jaito,1,01-2021
Faridkot,Harjinder Singh Baggi,1,01-2021
BKU,Harjinder Singh Baggi,1,01-2021
Jaito,Malwa,1,01-2021
Faridkot,Malwa,1,01-2021
BKU,Malwa,1,01-2021
Jaito,Punjab,1,01-2021
BKU,Bathinda,1,01-2021
BKU,Jaito,1,01-2021
Anil Nandal,SSP,1,01-2021
Anil Nandal,J P Dalal,1,01-2021
Anil Nandal,Rahul Sharma,1,01-2021
Anil Nandal,Rohtak,1,01-2021
Anil Nandal,BJP,1,01-2021
Anil Nandal,Manoj Kumar,1,01-2021
Anil Nandal,IAS,1,01-2021
Anil Nandal,Preet Singh,1,01-2021
All India Kisan Sabha,Anil Nandal,1,01-2021
Anil Nandal,JJP,1,01-2021
Anil Nandal,BKU,1,01-2021
J P Dalal,SSP,1,01-2021
Rahul Sharma,SSP,1,01-2021
Rohtak,SSP,1,01-2021
BJP,SSP,1,01-2021
Manoj Kumar,SSP,1,01-2021
IAS,SSP,1,01-2021
Preet Singh,SSP,1,01-2021
All India Kisan Sabha,SSP,1,01-2021
JJP,SSP,1,01-2021
BKU,SSP,1,01-2021
J P Dalal,Rahul Sharma,1,01-2021
J P Dalal,Rohtak,1,01-2021
BJP,J P Dalal,1,01-2021
J P Dalal,Manoj Kumar,1,01-2021
IAS,J P Dalal,1,01-2021
J P Dalal,Preet Singh,1,01-2021
All India Kisan Sabha,J P Dalal,1,01-2021
J P Dalal,JJP,1,01-2021
BKU,J P Dalal,1,01-2021
Rahul Sharma,Rohtak,1,01-2021
BJP,Rahul Sharma,1,01-2021
Manoj Kumar,Rahul Sharma,1,01-2021
IAS,Rahul Sharma,1,01-2021
Preet Singh,Rahul Sharma,1,01-2021
All India Kisan Sabha,Rahul Sharma,1,01-2021
JJP,Rahul Sharma,1,01-2021
BKU,Rahul Sharma,1,01-2021
Manoj Kumar,Rohtak,1,01-2021
IAS,Rohtak,1,01-2021
Preet Singh,Rohtak,1,01-2021
All India Kisan Sabha,Rohtak,1,01-2021
BJP,Manoj Kumar,1,01-2021
BJP,IAS,1,01-2021
BJP,Preet Singh,1,01-2021
All India Kisan Sabha,BJP,1,01-2021
IAS,Manoj Kumar,1,01-2021
Manoj Kumar,Preet Singh,1,01-2021
All India Kisan Sabha,Manoj Kumar,1,01-2021
JJP,Manoj Kumar,1,01-2021
BKU,Manoj Kumar,1,01-2021
IAS,Preet Singh,1,01-2021
All India Kisan Sabha,IAS,1,01-2021
IAS,JJP,1,01-2021
BKU,IAS,1,01-2021
All India Kisan Sabha,Preet Singh,1,01-2021
JJP,Preet Singh,1,01-2021
BKU,Preet Singh,1,01-2021
All India Kisan Sabha,JJP,1,01-2021
All India Kisan Sabha,BKU,1,01-2021
BKU,JJP,1,01-2021
Shiva Subramaniam Samraj,Tamil Nadu,1,01-2021
Kinnakorai,Shiva Subramaniam Samraj,1,01-2021
J Innocent Divya,Shiva Subramaniam Samraj,1,01-2021
Shiva Subramaniam Samraj,Udhagamandalam,1,01-2021
Indco,Shiva Subramaniam Samraj,1,01-2021
Shiva Subramaniam Samraj,Supriya Sahu,1,01-2021
Indcoserve,Shiva Subramaniam Samraj,1,01-2021
Kinnakorai,Tamil Nadu,1,01-2021
J Innocent Divya,Tamil Nadu,1,01-2021
Tamil Nadu,Udhagamandalam,1,01-2021
Indco,Tamil Nadu,1,01-2021
Supriya Sahu,Tamil Nadu,1,01-2021
Indcoserve,Tamil Nadu,1,01-2021
J Innocent Divya,Kinnakorai,1,01-2021
Kinnakorai,Udhagamandalam,1,01-2021
Indco,Kinnakorai,1,01-2021
Kinnakorai,Supriya Sahu,1,01-2021
Indcoserve,Kinnakorai,1,01-2021
Indco,J Innocent Divya,1,01-2021
J Innocent Divya,Supriya Sahu,1,01-2021
Indcoserve,J Innocent Divya,1,01-2021
Delhi,Dhillon,1,01-2021
Akali Dal,Delhi,1,01-2021
Dhillon,NIA,1,01-2021
Akali Dal,NIA,1,01-2021
Ashwani Sharma,NIA,1,01-2021
Ludhiana,NIA,1,01-2021
Congress,NIA,1,01-2021
NIA,Ranjit Dhillon,1,01-2021
Akali Dal,Dhillon,1,01-2021
Ashwani Sharma,Dhillon,1,01-2021
BJP,Dhillon,1,01-2021
Dhillon,Ludhiana,1,01-2021
Congress,Dhillon,1,01-2021
Dhillon,Ranjit Dhillon,1,01-2021
Dhillon,the National Investigation Agency,1,01-2021
Akali Dal,Ashwani Sharma,1,01-2021
Akali Dal,Ranjit Dhillon,1,01-2021
Akali Dal,the National Investigation Agency,1,01-2021
Ashwani Sharma,Ludhiana,1,01-2021
Ashwani Sharma,Ranjit Dhillon,1,01-2021
Ashwani Sharma,the National Investigation Agency,1,01-2021
BJP,Ranjit Dhillon,1,01-2021
BJP,the National Investigation Agency,1,01-2021
Ludhiana,the National Investigation Agency,1,01-2021
Congress,the National Investigation Agency,1,01-2021
Ranjit Dhillon,the National Investigation Agency,1,01-2021
Bedi,Trichy,1,01-2021
Gagandeep Singh Bedi,Trichy,1,01-2021
Bedi,Thanjavur,1,01-2021
Gagandeep Singh Bedi,Thanjavur,1,01-2021
Bedi,Gagandeep Singh Bedi,1,01-2021
NEW DELHI/,Narendra Tomar,1,01-2021
AGRA,Singh,1,01-2021
AGRA,Ghazipur,1,01-2021
AGRA,Mirapur village,1,01-2021
AGRA,Sahawar,1,01-2021
AGRA,Pradhan ji,1,01-2021
AGRA,Lakvinder Singh,1,01-2021
AGRA,Harpreet Singh,1,01-2021
AGRA,Moga,1,01-2021
AGRA,Punjab,1,01-2021
AGRA,the Mirapur Gurdwara Management Committee,1,01-2021
AGRA,Lakhvinder Singh,1,01-2021
AGRA,Kasganj,1,01-2021
AGRA,Centre,2,01-2021
AGRA,Gurcharan Singh,1,01-2021
AGRA,Bharatiya Kisan Union,2,01-2021
AGRA,BKU,1,01-2021
Mirapur village,Singh,1,01-2021
Sahawar,Singh,1,01-2021
Pradhan ji,Singh,1,01-2021
Lakvinder Singh,Singh,1,01-2021
